[COURSE:4][Final Project]: Linux Pi4 6.1.21-v8+ #1642 SMP PREEMPT Mon Apr  3 17:24:16 BST 2023 aarch64 GNU/Linux
Linux DESKTOP-C2TSGBN 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025 x86_64 x86_64 x86_64
2026-01-21T18:07:29.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4499] [Image Capture Start Time: 449.8 seconds]
2026-01-21T18:07:29.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4500] [Image Capture Start Time: 449.9 seconds]
2026-01-21T18:07:30+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4501] [Image Capture Start Time: 450.0 seconds]
2026-01-21T18:07:30.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4502] [Image Capture Start Time: 450.1 seconds]
2026-01-21T18:07:30.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4503] [Image Capture Start Time: 450.2 seconds]
2026-01-21T18:07:30.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4504] [Image Capture Start Time: 450.3 seconds]
2026-01-21T18:07:30.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4505] [Image Capture Start Time: 450.4 seconds]
2026-01-21T18:07:30.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4506] [Image Capture Start Time: 450.5 seconds]
2026-01-21T18:07:30.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4507] [Image Capture Start Time: 450.6 seconds]
2026-01-21T18:07:30.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4508] [Image Capture Start Time: 450.7 seconds]
2026-01-21T18:07:30.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4509] [Image Capture Start Time: 450.8 seconds]
2026-01-21T18:07:30.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4510] [Image Capture Start Time: 450.9 seconds]
2026-01-21T18:07:31+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4511] [Image Capture Start Time: 451.0 seconds]
2026-01-21T18:07:31.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4512] [Image Capture Start Time: 451.1 seconds]
2026-01-21T18:07:31.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4513] [Image Capture Start Time: 451.2 seconds]
2026-01-21T18:07:31.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4514] [Image Capture Start Time: 451.3 seconds]
2026-01-21T18:07:31.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4515] [Image Capture Start Time: 451.4 seconds]
2026-01-21T18:07:31.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4516] [Image Capture Start Time: 451.5 seconds]
2026-01-21T18:07:31.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4517] [Image Capture Start Time: 451.6 seconds]
2026-01-21T18:07:31.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4518] [Image Capture Start Time: 451.7 seconds]
2026-01-21T18:07:31.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4519] [Image Capture Start Time: 451.8 seconds]
2026-01-21T18:07:31.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4520] [Image Capture Start Time: 451.9 seconds]
2026-01-21T18:07:32+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4521] [Image Capture Start Time: 452.0 seconds]
2026-01-21T18:07:32.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4522] [Image Capture Start Time: 452.1 seconds]
2026-01-21T18:07:32.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4523] [Image Capture Start Time: 452.2 seconds]
2026-01-21T18:07:32.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4524] [Image Capture Start Time: 452.3 seconds]
2026-01-21T18:07:32.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4525] [Image Capture Start Time: 452.4 seconds]
2026-01-21T18:07:32.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4526] [Image Capture Start Time: 452.5 seconds]
2026-01-21T18:07:32.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4527] [Image Capture Start Time: 452.6 seconds]
2026-01-21T18:07:32.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4528] [Image Capture Start Time: 452.7 seconds]
2026-01-21T18:07:32.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4529] [Image Capture Start Time: 452.8 seconds]
2026-01-21T18:07:32.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4530] [Image Capture Start Time: 452.9 seconds]
2026-01-21T18:07:33+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4531] [Image Capture Start Time: 453.0 seconds]
2026-01-21T18:07:33.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4532] [Image Capture Start Time: 453.1 seconds]
2026-01-21T18:07:33.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4533] [Image Capture Start Time: 453.2 seconds]
2026-01-21T18:07:33.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4534] [Image Capture Start Time: 453.3 seconds]
2026-01-21T18:07:33.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4535] [Image Capture Start Time: 453.4 seconds]
2026-01-21T18:07:33.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4536] [Image Capture Start Time: 453.5 seconds]
2026-01-21T18:07:33.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4537] [Image Capture Start Time: 453.6 seconds]
2026-01-21T18:07:33.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4538] [Image Capture Start Time: 453.7 seconds]
2026-01-21T18:07:33.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4539] [Image Capture Start Time: 453.8 seconds]
2026-01-21T18:07:33.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4540] [Image Capture Start Time: 453.9 seconds]
2026-01-21T18:07:34+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4541] [Image Capture Start Time: 454.0 seconds]
2026-01-21T18:07:34.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4542] [Image Capture Start Time: 454.1 seconds]
2026-01-21T18:07:34.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4543] [Image Capture Start Time: 454.2 seconds]
2026-01-21T18:07:34.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4544] [Image Capture Start Time: 454.3 seconds]
2026-01-21T18:07:34.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4545] [Image Capture Start Time: 454.4 seconds]
2026-01-21T18:07:34.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4546] [Image Capture Start Time: 454.5 seconds]
2026-01-21T18:07:34.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4547] [Image Capture Start Time: 454.6 seconds]
2026-01-21T18:07:34.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4548] [Image Capture Start Time: 454.7 seconds]
2026-01-21T18:07:34.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4549] [Image Capture Start Time: 454.8 seconds]
2026-01-21T18:07:34.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4550] [Image Capture Start Time: 454.9 seconds]
2026-01-21T18:07:35+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4551] [Image Capture Start Time: 455.0 seconds]
2026-01-21T18:07:35.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4552] [Image Capture Start Time: 455.1 seconds]
2026-01-21T18:07:35.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4553] [Image Capture Start Time: 455.2 seconds]
2026-01-21T18:07:35.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4554] [Image Capture Start Time: 455.3 seconds]
2026-01-21T18:07:35.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4555] [Image Capture Start Time: 455.4 seconds]
2026-01-21T18:07:35.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4556] [Image Capture Start Time: 455.5 seconds]
2026-01-21T18:07:35.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4557] [Image Capture Start Time: 455.6 seconds]
2026-01-21T18:07:35.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4558] [Image Capture Start Time: 455.7 seconds]
2026-01-21T18:07:35.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4559] [Image Capture Start Time: 455.8 seconds]
2026-01-21T18:07:35.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4560] [Image Capture Start Time: 455.9 seconds]
2026-01-21T18:07:36+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4561] [Image Capture Start Time: 456.0 seconds]
2026-01-21T18:07:36.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4562] [Image Capture Start Time: 456.1 seconds]
2026-01-21T18:07:36.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4563] [Image Capture Start Time: 456.2 seconds]
2026-01-21T18:07:36.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4564] [Image Capture Start Time: 456.3 seconds]
2026-01-21T18:07:36.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4565] [Image Capture Start Time: 456.4 seconds]
2026-01-21T18:07:36.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4566] [Image Capture Start Time: 456.5 seconds]
2026-01-21T18:07:36.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4567] [Image Capture Start Time: 456.6 seconds]
2026-01-21T18:07:36.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4568] [Image Capture Start Time: 456.7 seconds]
2026-01-21T18:07:36.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4569] [Image Capture Start Time: 456.8 seconds]
2026-01-21T18:07:36.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4570] [Image Capture Start Time: 456.9 seconds]
2026-01-21T18:07:37+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4571] [Image Capture Start Time: 457.0 seconds]
2026-01-21T18:07:37.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4572] [Image Capture Start Time: 457.1 seconds]
2026-01-21T18:07:37.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4573] [Image Capture Start Time: 457.2 seconds]
2026-01-21T18:07:37.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4574] [Image Capture Start Time: 457.3 seconds]
2026-01-21T18:07:37.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4575] [Image Capture Start Time: 457.4 seconds]
2026-01-21T18:07:37.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4576] [Image Capture Start Time: 457.5 seconds]
2026-01-21T18:07:37.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4577] [Image Capture Start Time: 457.6 seconds]
2026-01-21T18:07:37.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4578] [Image Capture Start Time: 457.7 seconds]
2026-01-21T18:07:37.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4579] [Image Capture Start Time: 457.8 seconds]
2026-01-21T18:07:37.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4580] [Image Capture Start Time: 457.9 seconds]
2026-01-21T18:07:38+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4581] [Image Capture Start Time: 458.0 seconds]
2026-01-21T18:07:38.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4582] [Image Capture Start Time: 458.1 seconds]
2026-01-21T18:07:38.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4583] [Image Capture Start Time: 458.2 seconds]
2026-01-21T18:07:38.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4584] [Image Capture Start Time: 458.3 seconds]
2026-01-21T18:07:38.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4585] [Image Capture Start Time: 458.4 seconds]
2026-01-21T18:07:38.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4586] [Image Capture Start Time: 458.5 seconds]
2026-01-21T18:07:38.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4587] [Image Capture Start Time: 458.6 seconds]
2026-01-21T18:07:38.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4588] [Image Capture Start Time: 458.7 seconds]
2026-01-21T18:07:38.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4589] [Image Capture Start Time: 458.8 seconds]
2026-01-21T18:07:38.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4590] [Image Capture Start Time: 458.9 seconds]
2026-01-21T18:07:39+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4591] [Image Capture Start Time: 459.0 seconds]
2026-01-21T18:07:39.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4592] [Image Capture Start Time: 459.1 seconds]
2026-01-21T18:07:39.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4593] [Image Capture Start Time: 459.2 seconds]
2026-01-21T18:07:39.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4594] [Image Capture Start Time: 459.3 seconds]
2026-01-21T18:07:39.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4595] [Image Capture Start Time: 459.4 seconds]
2026-01-21T18:07:39.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4596] [Image Capture Start Time: 459.5 seconds]
2026-01-21T18:07:39.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4597] [Image Capture Start Time: 459.6 seconds]
2026-01-21T18:07:39.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4598] [Image Capture Start Time: 459.7 seconds]
2026-01-21T18:07:39.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4599] [Image Capture Start Time: 459.8 seconds]
2026-01-21T18:07:39.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4600] [Image Capture Start Time: 459.9 seconds]
2026-01-21T18:07:40+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4601] [Image Capture Start Time: 460.0 seconds]
2026-01-21T18:07:40.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4602] [Image Capture Start Time: 460.1 seconds]
2026-01-21T18:07:40.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4603] [Image Capture Start Time: 460.2 seconds]
2026-01-21T18:07:40.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4604] [Image Capture Start Time: 460.3 seconds]
2026-01-21T18:07:40.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4605] [Image Capture Start Time: 460.4 seconds]
2026-01-21T18:07:40.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4606] [Image Capture Start Time: 460.5 seconds]
2026-01-21T18:07:40.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4607] [Image Capture Start Time: 460.6 seconds]
2026-01-21T18:07:40.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4608] [Image Capture Start Time: 460.7 seconds]
2026-01-21T18:07:40.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4609] [Image Capture Start Time: 460.8 seconds]
2026-01-21T18:07:40.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4610] [Image Capture Start Time: 460.9 seconds]
2026-01-21T18:07:41+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4611] [Image Capture Start Time: 461.0 seconds]
2026-01-21T18:07:41.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4612] [Image Capture Start Time: 461.1 seconds]
2026-01-21T18:07:41.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4613] [Image Capture Start Time: 461.2 seconds]
2026-01-21T18:07:41.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4614] [Image Capture Start Time: 461.3 seconds]
2026-01-21T18:07:41.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4615] [Image Capture Start Time: 461.4 seconds]
2026-01-21T18:07:41.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4616] [Image Capture Start Time: 461.5 seconds]
2026-01-21T18:07:41.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4617] [Image Capture Start Time: 461.6 seconds]
2026-01-21T18:07:41.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4618] [Image Capture Start Time: 461.7 seconds]
2026-01-21T18:07:41.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4619] [Image Capture Start Time: 461.8 seconds]
2026-01-21T18:07:41.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4620] [Image Capture Start Time: 461.9 seconds]
2026-01-21T18:07:42+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4621] [Image Capture Start Time: 462.0 seconds]
2026-01-21T18:07:42.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4622] [Image Capture Start Time: 462.1 seconds]
2026-01-21T18:07:42.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4623] [Image Capture Start Time: 462.2 seconds]
2026-01-21T18:07:42.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4624] [Image Capture Start Time: 462.3 seconds]
2026-01-21T18:07:42.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4625] [Image Capture Start Time: 462.4 seconds]
2026-01-21T18:07:42.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4626] [Image Capture Start Time: 462.5 seconds]
2026-01-21T18:07:42.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4627] [Image Capture Start Time: 462.6 seconds]
2026-01-21T18:07:42.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4628] [Image Capture Start Time: 462.7 seconds]
2026-01-21T18:07:42.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4629] [Image Capture Start Time: 462.8 seconds]
2026-01-21T18:07:42.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4630] [Image Capture Start Time: 462.9 seconds]
2026-01-21T18:07:43+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4631] [Image Capture Start Time: 463.0 seconds]
2026-01-21T18:07:43.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4632] [Image Capture Start Time: 463.1 seconds]
2026-01-21T18:07:43.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4633] [Image Capture Start Time: 463.2 seconds]
2026-01-21T18:07:43.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4634] [Image Capture Start Time: 463.3 seconds]
2026-01-21T18:07:43.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4635] [Image Capture Start Time: 463.4 seconds]
2026-01-21T18:07:43.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4636] [Image Capture Start Time: 463.5 seconds]
2026-01-21T18:07:43.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4637] [Image Capture Start Time: 463.6 seconds]
2026-01-21T18:07:43.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4638] [Image Capture Start Time: 463.7 seconds]
2026-01-21T18:07:43.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4639] [Image Capture Start Time: 463.8 seconds]
2026-01-21T18:07:43.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4640] [Image Capture Start Time: 463.9 seconds]
2026-01-21T18:07:44+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4641] [Image Capture Start Time: 464.0 seconds]
2026-01-21T18:07:44.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4642] [Image Capture Start Time: 464.1 seconds]
2026-01-21T18:07:44.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4643] [Image Capture Start Time: 464.2 seconds]
2026-01-21T18:07:44.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4644] [Image Capture Start Time: 464.3 seconds]
2026-01-21T18:07:44.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4645] [Image Capture Start Time: 464.4 seconds]
2026-01-21T18:07:44.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4646] [Image Capture Start Time: 464.5 seconds]
2026-01-21T18:07:44.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4647] [Image Capture Start Time: 464.6 seconds]
2026-01-21T18:07:44.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4648] [Image Capture Start Time: 464.7 seconds]
2026-01-21T18:07:44.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4649] [Image Capture Start Time: 464.8 seconds]
2026-01-21T18:07:44.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4650] [Image Capture Start Time: 464.9 seconds]
2026-01-21T18:07:45+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4651] [Image Capture Start Time: 465.0 seconds]
2026-01-21T18:07:45.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4652] [Image Capture Start Time: 465.1 seconds]
2026-01-21T18:07:45.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4653] [Image Capture Start Time: 465.2 seconds]
2026-01-21T18:07:45.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4654] [Image Capture Start Time: 465.3 seconds]
2026-01-21T18:07:45.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4655] [Image Capture Start Time: 465.4 seconds]
2026-01-21T18:07:45.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4656] [Image Capture Start Time: 465.5 seconds]
2026-01-21T18:07:45.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4657] [Image Capture Start Time: 465.6 seconds]
2026-01-21T18:07:45.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4658] [Image Capture Start Time: 465.7 seconds]
2026-01-21T18:07:45.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4659] [Image Capture Start Time: 465.8 seconds]
2026-01-21T18:07:45.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4660] [Image Capture Start Time: 465.9 seconds]
2026-01-21T18:07:46+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4661] [Image Capture Start Time: 466.0 seconds]
2026-01-21T18:07:46.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4662] [Image Capture Start Time: 466.1 seconds]
2026-01-21T18:07:46.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4663] [Image Capture Start Time: 466.2 seconds]
2026-01-21T18:07:46.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4664] [Image Capture Start Time: 466.3 seconds]
2026-01-21T18:07:46.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4665] [Image Capture Start Time: 466.4 seconds]
2026-01-21T18:07:46.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4666] [Image Capture Start Time: 466.5 seconds]
2026-01-21T18:07:46.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4667] [Image Capture Start Time: 466.6 seconds]
2026-01-21T18:07:46.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4668] [Image Capture Start Time: 466.7 seconds]
2026-01-21T18:07:46.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4669] [Image Capture Start Time: 466.8 seconds]
2026-01-21T18:07:46.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4670] [Image Capture Start Time: 466.9 seconds]
2026-01-21T18:07:47+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4671] [Image Capture Start Time: 467.0 seconds]
2026-01-21T18:07:47.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4672] [Image Capture Start Time: 467.1 seconds]
2026-01-21T18:07:47.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4673] [Image Capture Start Time: 467.2 seconds]
2026-01-21T18:07:47.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4674] [Image Capture Start Time: 467.3 seconds]
2026-01-21T18:07:47.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4675] [Image Capture Start Time: 467.4 seconds]
2026-01-21T18:07:47.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4676] [Image Capture Start Time: 467.5 seconds]
2026-01-21T18:07:47.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4677] [Image Capture Start Time: 467.6 seconds]
2026-01-21T18:07:47.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4678] [Image Capture Start Time: 467.7 seconds]
2026-01-21T18:07:47.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4679] [Image Capture Start Time: 467.8 seconds]
2026-01-21T18:07:47.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4680] [Image Capture Start Time: 467.9 seconds]
2026-01-21T18:07:48+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4681] [Image Capture Start Time: 468.0 seconds]
2026-01-21T18:07:48.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4682] [Image Capture Start Time: 468.1 seconds]
2026-01-21T18:07:48.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4683] [Image Capture Start Time: 468.2 seconds]
2026-01-21T18:07:48.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4684] [Image Capture Start Time: 468.3 seconds]
2026-01-21T18:07:48.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4685] [Image Capture Start Time: 468.4 seconds]
2026-01-21T18:07:48.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4686] [Image Capture Start Time: 468.5 seconds]
2026-01-21T18:07:48.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4687] [Image Capture Start Time: 468.6 seconds]
2026-01-21T18:07:48.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4688] [Image Capture Start Time: 468.7 seconds]
2026-01-21T18:07:48.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4689] [Image Capture Start Time: 468.8 seconds]
2026-01-21T18:07:48.900000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4690] [Image Capture Start Time: 468.9 seconds]
2026-01-21T18:07:49+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4691] [Image Capture Start Time: 469.0 seconds]
2026-01-21T18:07:49.100000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4692] [Image Capture Start Time: 469.1 seconds]
2026-01-21T18:07:49.200000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4693] [Image Capture Start Time: 469.2 seconds]
2026-01-21T18:07:49.300000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4694] [Image Capture Start Time: 469.3 seconds]
2026-01-21T18:07:49.400000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4695] [Image Capture Start Time: 469.4 seconds]
2026-01-21T18:07:49.500000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4696] [Image Capture Start Time: 469.5 seconds]
2026-01-21T18:07:49.600000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4697] [Image Capture Start Time: 469.6 seconds]
2026-01-21T18:07:49.700000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4698] [Image Capture Start Time: 469.7 seconds]
2026-01-21T18:07:49.800000+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 4699] [Image Capture Start Time: 469.8 seconds]
