[COURSE:4][Final Project]: Linux Pi4 6.1.21-v8+ #1642 SMP PREEMPT Mon Apr  3 17:24:16 BST 2023 aarch64 GNU/Linux
Linux DESKTOP-C2TSGBN 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025 x86_64 x86_64 x86_64
2026-01-21T18:06:52+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 413] [Image Capture Start Time: 412.0 seconds]
2026-01-21T18:06:53+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 414] [Image Capture Start Time: 413.0 seconds]
2026-01-21T18:06:54+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 415] [Image Capture Start Time: 414.0 seconds]
2026-01-21T18:06:55+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 416] [Image Capture Start Time: 415.0 seconds]
2026-01-21T18:06:56+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 417] [Image Capture Start Time: 416.0 seconds]
2026-01-21T18:06:57+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 418] [Image Capture Start Time: 417.0 seconds]
2026-01-21T18:06:58+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 419] [Image Capture Start Time: 418.0 seconds]
2026-01-21T18:06:59+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 420] [Image Capture Start Time: 419.0 seconds]
2026-01-21T18:07:00+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 421] [Image Capture Start Time: 420.0 seconds]
2026-01-21T18:07:01+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 422] [Image Capture Start Time: 421.0 seconds]
2026-01-21T18:07:02+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 423] [Image Capture Start Time: 422.0 seconds]
2026-01-21T18:07:03+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 424] [Image Capture Start Time: 423.0 seconds]
2026-01-21T18:07:04+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 425] [Image Capture Start Time: 424.0 seconds]
2026-01-21T18:07:05+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 426] [Image Capture Start Time: 425.0 seconds]
2026-01-21T18:07:06+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 427] [Image Capture Start Time: 426.0 seconds]
2026-01-21T18:07:07+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 428] [Image Capture Start Time: 427.0 seconds]
2026-01-21T18:07:08+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 429] [Image Capture Start Time: 428.0 seconds]
2026-01-21T18:07:09+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 430] [Image Capture Start Time: 429.0 seconds]
2026-01-21T18:07:10+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 431] [Image Capture Start Time: 430.0 seconds]
2026-01-21T18:07:11+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 432] [Image Capture Start Time: 431.0 seconds]
2026-01-21T18:07:12+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 433] [Image Capture Start Time: 432.0 seconds]
2026-01-21T18:07:13+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 434] [Image Capture Start Time: 433.0 seconds]
2026-01-21T18:07:14+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 435] [Image Capture Start Time: 434.0 seconds]
2026-01-21T18:07:15+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 436] [Image Capture Start Time: 435.0 seconds]
2026-01-21T18:07:16+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 437] [Image Capture Start Time: 436.0 seconds]
2026-01-21T18:07:17+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 438] [Image Capture Start Time: 437.0 seconds]
2026-01-21T18:07:18+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 439] [Image Capture Start Time: 438.0 seconds]
2026-01-21T18:07:19+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 440] [Image Capture Start Time: 439.0 seconds]
2026-01-21T18:07:20+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 441] [Image Capture Start Time: 440.0 seconds]
2026-01-21T18:07:21+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 442] [Image Capture Start Time: 441.0 seconds]
2026-01-21T18:07:22+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 443] [Image Capture Start Time: 442.0 seconds]
2026-01-21T18:07:23+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 444] [Image Capture Start Time: 443.0 seconds]
2026-01-21T18:07:24+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 445] [Image Capture Start Time: 444.0 seconds]
2026-01-21T18:07:25+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 446] [Image Capture Start Time: 445.0 seconds]
2026-01-21T18:07:26+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 447] [Image Capture Start Time: 446.0 seconds]
2026-01-21T18:07:27+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 448] [Image Capture Start Time: 447.0 seconds]
2026-01-21T18:07:28+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 449] [Image Capture Start Time: 448.0 seconds]
2026-01-21T18:07:29+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 450] [Image Capture Start Time: 449.0 seconds]
2026-01-21T18:07:30+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 451] [Image Capture Start Time: 450.0 seconds]
2026-01-21T18:07:31+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 452] [Image Capture Start Time: 451.0 seconds]
2026-01-21T18:07:32+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 453] [Image Capture Start Time: 452.0 seconds]
2026-01-21T18:07:33+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 454] [Image Capture Start Time: 453.0 seconds]
2026-01-21T18:07:34+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 455] [Image Capture Start Time: 454.0 seconds]
2026-01-21T18:07:35+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 456] [Image Capture Start Time: 455.0 seconds]
2026-01-21T18:07:36+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 457] [Image Capture Start Time: 456.0 seconds]
2026-01-21T18:07:37+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 458] [Image Capture Start Time: 457.0 seconds]
2026-01-21T18:07:38+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 459] [Image Capture Start Time: 458.0 seconds]
2026-01-21T18:07:39+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 460] [Image Capture Start Time: 459.0 seconds]
2026-01-21T18:07:40+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 461] [Image Capture Start Time: 460.0 seconds]
2026-01-21T18:07:41+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 462] [Image Capture Start Time: 461.0 seconds]
2026-01-21T18:07:42+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 463] [Image Capture Start Time: 462.0 seconds]
2026-01-21T18:07:43+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 464] [Image Capture Start Time: 463.0 seconds]
2026-01-21T18:07:44+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 465] [Image Capture Start Time: 464.0 seconds]
2026-01-21T18:07:45+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 466] [Image Capture Start Time: 465.0 seconds]
2026-01-21T18:07:46+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 467] [Image Capture Start Time: 466.0 seconds]
2026-01-21T18:07:47+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 468] [Image Capture Start Time: 467.0 seconds]
2026-01-21T18:07:48+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 469] [Image Capture Start Time: 468.0 seconds]
2026-01-21T18:07:49+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 470] [Image Capture Start Time: 469.0 seconds]
2026-01-21T18:07:50+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 471] [Image Capture Start Time: 470.0 seconds]
2026-01-21T18:07:51+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 472] [Image Capture Start Time: 471.0 seconds]
2026-01-21T18:07:52+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 473] [Image Capture Start Time: 472.0 seconds]
2026-01-21T18:07:53+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 474] [Image Capture Start Time: 473.0 seconds]
2026-01-21T18:07:54+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 475] [Image Capture Start Time: 474.0 seconds]
2026-01-21T18:07:55+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 476] [Image Capture Start Time: 475.0 seconds]
2026-01-21T18:07:56+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 477] [Image Capture Start Time: 476.0 seconds]
2026-01-21T18:07:57+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 478] [Image Capture Start Time: 477.0 seconds]
2026-01-21T18:07:58+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 479] [Image Capture Start Time: 478.0 seconds]
2026-01-21T18:07:59+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 480] [Image Capture Start Time: 479.0 seconds]
2026-01-21T18:08:00+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 481] [Image Capture Start Time: 480.0 seconds]
2026-01-21T18:08:01+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 482] [Image Capture Start Time: 481.0 seconds]
2026-01-21T18:08:02+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 483] [Image Capture Start Time: 482.0 seconds]
2026-01-21T18:08:03+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 484] [Image Capture Start Time: 483.0 seconds]
2026-01-21T18:08:04+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 485] [Image Capture Start Time: 484.0 seconds]
2026-01-21T18:08:05+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 486] [Image Capture Start Time: 485.0 seconds]
2026-01-21T18:08:06+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 487] [Image Capture Start Time: 486.0 seconds]
2026-01-21T18:08:07+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 488] [Image Capture Start Time: 487.0 seconds]
2026-01-21T18:08:08+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 489] [Image Capture Start Time: 488.0 seconds]
2026-01-21T18:08:09+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 490] [Image Capture Start Time: 489.0 seconds]
2026-01-21T18:08:10+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 491] [Image Capture Start Time: 490.0 seconds]
2026-01-21T18:08:11+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 492] [Image Capture Start Time: 491.0 seconds]
2026-01-21T18:08:12+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 493] [Image Capture Start Time: 492.0 seconds]
2026-01-21T18:08:13+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 494] [Image Capture Start Time: 493.0 seconds]
2026-01-21T18:08:14+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 495] [Image Capture Start Time: 494.0 seconds]
2026-01-21T18:08:15+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 496] [Image Capture Start Time: 495.0 seconds]
2026-01-21T18:08:16+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 497] [Image Capture Start Time: 496.0 seconds]
2026-01-21T18:08:17+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 498] [Image Capture Start Time: 497.0 seconds]
2026-01-21T18:08:18+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 499] [Image Capture Start Time: 498.0 seconds]
2026-01-21T18:08:19+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 500] [Image Capture Start Time: 499.0 seconds]
2026-01-21T18:08:20+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 501] [Image Capture Start Time: 500.0 seconds]
2026-01-21T18:08:21+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 502] [Image Capture Start Time: 501.0 seconds]
2026-01-21T18:08:22+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 503] [Image Capture Start Time: 502.0 seconds]
2026-01-21T18:08:23+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 504] [Image Capture Start Time: 503.0 seconds]
2026-01-21T18:08:24+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 505] [Image Capture Start Time: 504.0 seconds]
2026-01-21T18:08:25+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 506] [Image Capture Start Time: 505.0 seconds]
2026-01-21T18:08:26+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 507] [Image Capture Start Time: 506.0 seconds]
2026-01-21T18:08:27+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 508] [Image Capture Start Time: 507.0 seconds]
2026-01-21T18:08:28+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 509] [Image Capture Start Time: 508.0 seconds]
2026-01-21T18:08:29+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 510] [Image Capture Start Time: 509.0 seconds]
2026-01-21T18:08:30+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 511] [Image Capture Start Time: 510.0 seconds]
2026-01-21T18:08:31+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 512] [Image Capture Start Time: 511.0 seconds]
2026-01-21T18:08:32+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 513] [Image Capture Start Time: 512.0 seconds]
2026-01-21T18:08:33+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 514] [Image Capture Start Time: 513.0 seconds]
2026-01-21T18:08:34+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 515] [Image Capture Start Time: 514.0 seconds]
2026-01-21T18:08:35+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 516] [Image Capture Start Time: 515.0 seconds]
2026-01-21T18:08:36+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 517] [Image Capture Start Time: 516.0 seconds]
2026-01-21T18:08:37+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 518] [Image Capture Start Time: 517.0 seconds]
2026-01-21T18:08:38+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 519] [Image Capture Start Time: 518.0 seconds]
2026-01-21T18:08:39+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 520] [Image Capture Start Time: 519.0 seconds]
2026-01-21T18:08:40+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 521] [Image Capture Start Time: 520.0 seconds]
2026-01-21T18:08:41+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 522] [Image Capture Start Time: 521.0 seconds]
2026-01-21T18:08:42+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 523] [Image Capture Start Time: 522.0 seconds]
2026-01-21T18:08:43+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 524] [Image Capture Start Time: 523.0 seconds]
2026-01-21T18:08:44+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 525] [Image Capture Start Time: 524.0 seconds]
2026-01-21T18:08:45+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 526] [Image Capture Start Time: 525.0 seconds]
2026-01-21T18:08:46+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 527] [Image Capture Start Time: 526.0 seconds]
2026-01-21T18:08:47+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 528] [Image Capture Start Time: 527.0 seconds]
2026-01-21T18:08:48+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 529] [Image Capture Start Time: 528.0 seconds]
2026-01-21T18:08:49+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 530] [Image Capture Start Time: 529.0 seconds]
2026-01-21T18:08:50+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 531] [Image Capture Start Time: 530.0 seconds]
2026-01-21T18:08:51+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 532] [Image Capture Start Time: 531.0 seconds]
2026-01-21T18:08:52+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 533] [Image Capture Start Time: 532.0 seconds]
2026-01-21T18:08:53+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 534] [Image Capture Start Time: 533.0 seconds]
2026-01-21T18:08:54+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 535] [Image Capture Start Time: 534.0 seconds]
2026-01-21T18:08:55+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 536] [Image Capture Start Time: 535.0 seconds]
2026-01-21T18:08:56+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 537] [Image Capture Start Time: 536.0 seconds]
2026-01-21T18:08:57+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 538] [Image Capture Start Time: 537.0 seconds]
2026-01-21T18:08:58+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 539] [Image Capture Start Time: 538.0 seconds]
2026-01-21T18:08:59+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 540] [Image Capture Start Time: 539.0 seconds]
2026-01-21T18:09:00+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 541] [Image Capture Start Time: 540.0 seconds]
2026-01-21T18:09:01+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 542] [Image Capture Start Time: 541.0 seconds]
2026-01-21T18:09:02+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 543] [Image Capture Start Time: 542.0 seconds]
2026-01-21T18:09:03+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 544] [Image Capture Start Time: 543.0 seconds]
2026-01-21T18:09:04+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 545] [Image Capture Start Time: 544.0 seconds]
2026-01-21T18:09:05+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 546] [Image Capture Start Time: 545.0 seconds]
2026-01-21T18:09:06+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 547] [Image Capture Start Time: 546.0 seconds]
2026-01-21T18:09:07+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 548] [Image Capture Start Time: 547.0 seconds]
2026-01-21T18:09:08+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 549] [Image Capture Start Time: 548.0 seconds]
2026-01-21T18:09:09+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 550] [Image Capture Start Time: 549.0 seconds]
2026-01-21T18:09:10+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 551] [Image Capture Start Time: 550.0 seconds]
2026-01-21T18:09:11+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 552] [Image Capture Start Time: 551.0 seconds]
2026-01-21T18:09:12+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 553] [Image Capture Start Time: 552.0 seconds]
2026-01-21T18:09:13+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 554] [Image Capture Start Time: 553.0 seconds]
2026-01-21T18:09:14+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 555] [Image Capture Start Time: 554.0 seconds]
2026-01-21T18:09:15+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 556] [Image Capture Start Time: 555.0 seconds]
2026-01-21T18:09:16+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 557] [Image Capture Start Time: 556.0 seconds]
2026-01-21T18:09:17+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 558] [Image Capture Start Time: 557.0 seconds]
2026-01-21T18:09:18+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 559] [Image Capture Start Time: 558.0 seconds]
2026-01-21T18:09:19+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 560] [Image Capture Start Time: 559.0 seconds]
2026-01-21T18:09:20+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 561] [Image Capture Start Time: 560.0 seconds]
2026-01-21T18:09:21+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 562] [Image Capture Start Time: 561.0 seconds]
2026-01-21T18:09:22+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 563] [Image Capture Start Time: 562.0 seconds]
2026-01-21T18:09:23+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 564] [Image Capture Start Time: 563.0 seconds]
2026-01-21T18:09:24+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 565] [Image Capture Start Time: 564.0 seconds]
2026-01-21T18:09:25+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 566] [Image Capture Start Time: 565.0 seconds]
2026-01-21T18:09:26+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 567] [Image Capture Start Time: 566.0 seconds]
2026-01-21T18:09:27+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 568] [Image Capture Start Time: 567.0 seconds]
2026-01-21T18:09:28+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 569] [Image Capture Start Time: 568.0 seconds]
2026-01-21T18:09:29+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 570] [Image Capture Start Time: 569.0 seconds]
2026-01-21T18:09:30+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 571] [Image Capture Start Time: 570.0 seconds]
2026-01-21T18:09:31+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 572] [Image Capture Start Time: 571.0 seconds]
2026-01-21T18:09:32+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 573] [Image Capture Start Time: 572.0 seconds]
2026-01-21T18:09:33+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 574] [Image Capture Start Time: 573.0 seconds]
2026-01-21T18:09:34+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 575] [Image Capture Start Time: 574.0 seconds]
2026-01-21T18:09:35+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 576] [Image Capture Start Time: 575.0 seconds]
2026-01-21T18:09:36+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 577] [Image Capture Start Time: 576.0 seconds]
2026-01-21T18:09:37+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 578] [Image Capture Start Time: 577.0 seconds]
2026-01-21T18:09:38+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 579] [Image Capture Start Time: 578.0 seconds]
2026-01-21T18:09:39+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 580] [Image Capture Start Time: 579.0 seconds]
2026-01-21T18:09:40+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 581] [Image Capture Start Time: 580.0 seconds]
2026-01-21T18:09:41+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 582] [Image Capture Start Time: 581.0 seconds]
2026-01-21T18:09:42+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 583] [Image Capture Start Time: 582.0 seconds]
2026-01-21T18:09:43+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 584] [Image Capture Start Time: 583.0 seconds]
2026-01-21T18:09:44+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 585] [Image Capture Start Time: 584.0 seconds]
2026-01-21T18:09:45+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 586] [Image Capture Start Time: 585.0 seconds]
2026-01-21T18:09:46+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 587] [Image Capture Start Time: 586.0 seconds]
2026-01-21T18:09:47+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 588] [Image Capture Start Time: 587.0 seconds]
2026-01-21T18:09:48+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 589] [Image Capture Start Time: 588.0 seconds]
2026-01-21T18:09:49+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 590] [Image Capture Start Time: 589.0 seconds]
2026-01-21T18:09:50+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 591] [Image Capture Start Time: 590.0 seconds]
2026-01-21T18:09:51+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 592] [Image Capture Start Time: 591.0 seconds]
2026-01-21T18:09:52+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 593] [Image Capture Start Time: 592.0 seconds]
2026-01-21T18:09:53+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 594] [Image Capture Start Time: 593.0 seconds]
2026-01-21T18:09:54+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 595] [Image Capture Start Time: 594.0 seconds]
2026-01-21T18:09:55+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 596] [Image Capture Start Time: 595.0 seconds]
2026-01-21T18:09:56+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 597] [Image Capture Start Time: 596.0 seconds]
2026-01-21T18:09:57+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 598] [Image Capture Start Time: 597.0 seconds]
2026-01-21T18:09:58+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 599] [Image Capture Start Time: 598.0 seconds]
2026-01-21T18:09:59+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 600] [Image Capture Start Time: 599.0 seconds]
2026-01-21T18:10:00+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 601] [Image Capture Start Time: 600.0 seconds]
2026-01-21T18:10:01+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 602] [Image Capture Start Time: 601.0 seconds]
2026-01-21T18:10:02+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 603] [Image Capture Start Time: 602.0 seconds]
2026-01-21T18:10:03+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 604] [Image Capture Start Time: 603.0 seconds]
2026-01-21T18:10:04+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 605] [Image Capture Start Time: 604.0 seconds]
2026-01-21T18:10:05+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 606] [Image Capture Start Time: 605.0 seconds]
2026-01-21T18:10:06+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 607] [Image Capture Start Time: 606.0 seconds]
2026-01-21T18:10:07+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 608] [Image Capture Start Time: 607.0 seconds]
2026-01-21T18:10:08+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 609] [Image Capture Start Time: 608.0 seconds]
2026-01-21T18:10:09+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 610] [Image Capture Start Time: 609.0 seconds]
2026-01-21T18:10:10+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 611] [Image Capture Start Time: 610.0 seconds]
2026-01-21T18:10:11+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 612] [Image Capture Start Time: 611.0 seconds]
2026-01-21T18:10:12+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 613] [Image Capture Start Time: 612.0 seconds]
2026-01-21T18:10:13+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 614] [Image Capture Start Time: 613.0 seconds]
2026-01-21T18:10:14+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 615] [Image Capture Start Time: 614.0 seconds]
2026-01-21T18:10:15+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 616] [Image Capture Start Time: 615.0 seconds]
2026-01-21T18:10:16+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 617] [Image Capture Start Time: 616.0 seconds]
2026-01-21T18:10:17+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 618] [Image Capture Start Time: 617.0 seconds]
2026-01-21T18:10:18+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 619] [Image Capture Start Time: 618.0 seconds]
2026-01-21T18:10:19+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 620] [Image Capture Start Time: 619.0 seconds]
2026-01-21T18:10:20+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 621] [Image Capture Start Time: 620.0 seconds]
2026-01-21T18:10:21+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 622] [Image Capture Start Time: 621.0 seconds]
2026-01-21T18:10:22+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 623] [Image Capture Start Time: 622.0 seconds]
2026-01-21T18:10:23+06:00 illumi: [Course #:4] [Final Project] [Frame Count: 624] [Image Capture Start Time: 623.0 seconds]
